,CaseNumber,Country,Century,Year,Month,Type,Activities,Fatal,Sex,Age
326,326_USA,USA,XXI,2014.0,Jun,Unprovoked,Swimming,N,F,22.0
327,327_Australia,Australia,XXI,2014.0,Jun,Unprovoked,Surfing,N,M,
328,328_USA,USA,XXI,2014.0,Jun,Unprovoked,Others,N,F,37.0
329,329_Australia,Australia,XXI,2014.0,May,Unprovoked,Others,N,F,29.0
330,330_Others,Others,XXI,2014.0,May,Unprovoked,Diving,N,M,
331,331_Australia,Australia,XXI,2014.0,May,Provoked,Others,N,M,10.0
332,332_Others,Others,XXI,2015.0,Nov,Unprovoked,Freediving,N,M,55.0
333,333_USA,USA,XXI,2014.0,May,Unprovoked,WaterSkiing,N,F,38.0
334,334_Australia,Australia,XXI,2014.0,May,Unprovoked,Surfing,N,M,35.0
335,335_USA,USA,XXI,2014.0,May,Unprovoked,ShoreActivities,N,F,44.0
336,336_USA,USA,XXI,2014.0,May,Unprovoked,Surfing,N,M,12.0
337,337_USA,USA,XXI,2014.0,May,,Diving,N,M,
338,338_USA,USA,XXI,2014.0,May,Unprovoked,Swimming,N,F,40.0
339,339_USA,USA,XXI,2014.0,May,Unprovoked,Surfing,N,M,23.0
340,340_Australia,Australia,XXI,2014.0,Apr,Unprovoked,Spearfishing,N,M,
341,341_USA,USA,XXI,2014.0,Apr,Unprovoked,Swimming,N,M,42.0
342,342_USA,USA,XXI,2014.0,Apr,Unprovoked,ShoreActivities,N,M,25.0
343,343_South Africa,South Africa,XXI,2014.0,Apr,Unprovoked,Others,N,,
344,344_South Africa,South Africa,XXI,2014.0,Apr,Provoked,Fishing,N,M,
345,345_USA,USA,XXI,2014.0,Apr,Unprovoked,Surfing,N,M,
346,346_USA,USA,XXI,2014.0,Apr,Unprovoked,Surfing,N,M,
347,347_Australia,Australia,XXI,2014.0,Apr,Unprovoked,Swimming,Y,F,63.0
348,348_Australia,Australia,XXI,2014.0,Mar,,Diving,Y,M,38.0
349,349_South Africa,South Africa,XXI,2014.0,Mar,Unprovoked,Swimming,Y,M,66.0
350,350_USA,USA,XXI,2014.0,Mar,Unprovoked,Surfing,N,M,
351,351_USA,USA,XXI,2014.0,Mar,Unprovoked,Surfing,N,M,
352,352_New Caledonia,New Caledonia,XXI,2014.0,Mar,Unprovoked,Surfing,N,M,42.0
353,353_Australia,Australia,XXI,2014.0,Mar,Unprovoked,Surfing,N,M,42.0
354,354_Others,Others,XXI,2014.0,Mar,,Diving,N,M,
355,355_Australia,Australia,XXI,2014.0,Mar,,,N,F,10.0
356,356_Australia,Australia,XXI,2014.0,Mar,Unprovoked,Swimming,N,M,
357,357_USA,USA,XXI,2014.0,Mar,Unprovoked,Surfing,N,M,21.0
358,358_Others,Others,XXI,2014.0,Feb,Unprovoked,Others,N,M,21.0
359,359_Papua New Guinea,Papua New Guinea,XXI,2014.0,Feb,Unprovoked,Sailing,N,M,21.0
360,360_Australia,Australia,XXI,2014.0,Feb,Unprovoked,Spearfishing,Y,M,28.0
361,361_Others,Others,XXI,2014.0,Feb,Provoked,Fishing,N,M,
362,362_New Zealand,New Zealand,XXI,2014.0,Feb,Unprovoked,Surfing,N,M,28.0
363,363_Australia,Australia,XXI,2014.0,Jan,Provoked,Fishing,N,M,
364,364_New Zealand,New Zealand,XXI,2014.0,Jan,Unprovoked,Spearfishing,N,M,24.0
365,365_Others,Others,XXI,2014.0,Jan,Unprovoked,Sinking,N,M,31.0
366,366_New Zealand,New Zealand,XXI,2014.0,,Unprovoked,Others,N,,
367,367_New Caledonia,New Caledonia,XXI,2013.0,Dec,Unprovoked,Freediving,N,M,37.0
368,368_South Africa,South Africa,XXI,2013.0,Dec,Unprovoked,Surfing,N,M,19.0
369,369_Others,Others,XXI,2013.0,Dec,Unprovoked,Others,N,M,35.0
370,370_USA,USA,XXI,2013.0,Dec,Unprovoked,WaterSkiing,N,M,29.0
371,371_USA,USA,XXI,2013.0,Dec,Unprovoked,Surfing,N,M,30.0
372,372_Australia,Australia,XXI,2013.0,Dec,Unprovoked,Surfing,N,M,26.0
373,373_USA,USA,XXI,2013.0,Dec,Unprovoked,Paddling,Y,M,57.0
374,374_Australia,Australia,XXI,2013.0,Nov,Unprovoked,WaterSkiing,Y,M,19.0
375,375_USA,USA,XXI,2013.0,Nov,Unprovoked,Freediving,N,F,58.0
376,376_Australia,Australia,XXI,2013.0,Nov,Unprovoked,Surfing,Y,M,35.0
377,377_USA,USA,XXI,2013.0,Nov,Unprovoked,Surfing,N,M,25.0
378,378_Australia,Australia,XXI,2013.0,Nov,Unprovoked,Surfing,N,M,
379,379_Bahamas,Bahamas,XXI,2013.0,Nov,Provoked,Fishing,N,M,77.0
380,380_USA,USA,XXI,2013.0,Nov,Unprovoked,WaterSkiing,N,M,16.0
381,381_USA,USA,XXI,2013.0,Nov,Unprovoked,Surfing,N,M,
382,382_USA,USA,XXI,2013.0,Oct,Unprovoked,Others,N,M,46.0
383,383_Australia,Australia,XXI,2013.0,Oct,Unprovoked,Freediving,N,F,60.0
384,384_Reunion,Reunion,XXI,2013.0,Oct,Unprovoked,WaterSkiing,N,M,24.0
385,385_Australia,Australia,XXI,2013.0,Oct,Unprovoked,Diving,N,M,
386,386_Australia,Australia,XXI,2013.0,Oct,Unprovoked,Surfing,N,M,41.0
387,387_USA,USA,XXI,2013.0,Oct,Unprovoked,Diving,N,M,45.0
388,388_USA,USA,XXI,2013.0,Oct,Unprovoked,Surfing,N,M,25.0
389,389_USA,USA,XXI,2013.0,Oct,Unprovoked,ShoreActivities,N,M,
390,390_South Africa,South Africa,XXI,2013.0,Oct,Unprovoked,Swimming,Y,M,74.0
391,391_Australia,Australia,XXI,2013.0,Oct,Unprovoked,Diving,N,M,55.0
392,392_USA,USA,XXI,2013.0,Oct,Unprovoked,Surfing,N,M,45.0
393,393_USA,USA,XXI,2013.0,Oct,Unprovoked,ShoreActivities,N,M,12.0
394,394_USA,USA,XXI,2013.0,Sep,Unprovoked,Surfing,N,M,50.0
395,395_Others,Others,XXI,2013.0,Sep,Provoked,Diving,N,M,27.0
396,396_USA,USA,XXI,2013.0,Sep,Unprovoked,ShoreActivities,N,M,
397,397_USA,USA,XXI,2013.0,Sep,Unprovoked,Swimming,N,M,45.0
398,398_USA,USA,XXI,2013.0,Sep,Unprovoked,Surfing,N,M,
399,399_USA,USA,XXI,2013.0,Sep,Unprovoked,Swimming,N,M,21.0
400,400_USA,USA,XXI,2013.0,Sep,Unprovoked,Surfing,N,F,13.0
401,401_USA,USA,XXI,2013.0,Sep,Unprovoked,,,F,
402,402_USA,USA,XXI,2013.0,Sep,Provoked,Surfing,N,M,43.0
403,403_USA,USA,XXI,2013.0,Sep,Unprovoked,ShoreActivities,N,M,25.0
404,404_USA,USA,XXI,2013.0,Sep,Unprovoked,Swimming,N,M,17.0
405,405_USA,USA,XXI,2013.0,Sep,Provoked,,N,M,
406,406_Bahamas,Bahamas,XXI,2013.0,Sep,Unprovoked,,N,M,
407,407_USA,USA,XXI,2013.0,Sep,Unprovoked,Others,N,M,
408,408_Bahamas,Bahamas,XXI,2013.0,Aug,Unprovoked,Spearfishing,N,M,
409,409_USA,USA,XXI,2013.0,Aug,Unprovoked,Swimming,N,M,
410,410_USA,USA,XXI,2013.0,Aug,,Swimming,N,F,47.0
411,411_Others,Others,XXI,2013.0,Aug,Provoked,Fishing,N,M,50.0
412,412_USA,USA,XXI,2013.0,Aug,Unprovoked,WaterSkiing,N,F,11.0
413,413_Australia,Australia,XXI,2013.0,Aug,Unprovoked,Others,N,M,
414,414_USA,USA,XXI,2013.0,Aug,Unprovoked,Surfing,N,M,16.0
415,415_USA,USA,XXI,2013.0,Aug,Unprovoked,Surfing,N,F,
416,416_USA,USA,XXI,2013.0,Aug,Unprovoked,Freediving,Y,F,20.0
417,417_USA,USA,XXI,2013.0,Aug,Unprovoked,Others,N,F,19.0
418,418_USA,USA,XXI,2013.0,Aug,Unprovoked,Surfing,N,M,10.0
419,419_South Africa,South Africa,XXI,2013.0,Aug,Unprovoked,Others,N,M,
420,420_USA,USA,XXI,2013.0,Aug,Unprovoked,Fishing,N,M,17.0
421,421_USA,USA,XXI,2013.0,Jul,Unprovoked,Freediving,N,F,56.0
422,422_USA,USA,XXI,2013.0,Jul,Unprovoked,Swimming,N,M,32.0
423,423_Bahamas,Bahamas,XXI,2013.0,Jul,Unprovoked,Spearfishing,N,M,40.0
424,424_Mexico,Mexico,XXI,2013.0,Jul,Unprovoked,ShoreActivities,N,F,
425,425_USA,USA,XXI,2013.0,Jul,Unprovoked,Surfing,N,M,18.0
426,426_Bahamas,Bahamas,XXI,2013.0,Jul,Unprovoked,Others,N,M,64.0
427,427_Bahamas,Bahamas,XXI,2013.0,Jul,Unprovoked,Diving,N,M,50.0
428,428_Brazil,Brazil,XXI,2013.0,Jul,Unprovoked,Swimming,Y,F,18.0
429,429_USA,USA,XXI,2013.0,Jul,Unprovoked,ShoreActivities,N,F,50.0
430,430_USA,USA,XXI,2013.0,Jul,Unprovoked,Swimming,N,M,
431,431_Reunion,Reunion,XXI,2013.0,Jul,Unprovoked,Swimming,Y,F,15.0
432,432_Others,Others,XXI,2013.0,Jul,Unprovoked,Swimming,Y,M,33.0
433,433_USA,USA,XXI,2013.0,Jul,Unprovoked,ShoreActivities,N,F,63.0
434,434_Others,Others,XXI,2013.0,Jul,,Swimming,N,M,48.0
435,435_Australia,Australia,XXI,2013.0,Jul,Unprovoked,Surfing,N,M,29.0
436,436_Others,Others,XXI,2013.0,Jun,Unprovoked,Fishing,N,M,
437,437_Others,Others,XXI,2013.0,Jun,,,Y,M,20.0
438,438_USA,USA,XXI,2013.0,Jun,Unprovoked,Paddling,N,M,
439,439_USA,USA,XXI,2013.0,Jun,Unprovoked,Swimming,N,M,
440,440_USA,USA,XXI,2013.0,Jun,Unprovoked,Swimming,N,M,14.0
441,441_USA,USA,XXI,2013.0,Jun,Unprovoked,Swimming,N,M,28.0
442,442_USA,USA,XXI,2013.0,Jun,Unprovoked,Swimming,N,M,15.0
443,443_South Africa,South Africa,XXI,2013.0,Jun,Unprovoked,Surfing,N,M,
444,444_USA,USA,XXI,2013.0,Jun,Unprovoked,Surfing,N,F,
445,445_USA,USA,XXI,2013.0,Jun,Unprovoked,WaterSkiing,N,F,10.0
446,446_USA,USA,XXI,2013.0,Jun,Provoked,Fishing,N,M,58.0
447,447_Australia,Australia,XXI,2013.0,Jun,Unprovoked,Surfing,N,M,
448,448_USA,USA,XXI,2013.0,May,Unprovoked,Diving,N,M,32.0
449,449_USA,USA,XXI,2013.0,May,Unprovoked,Swimming,N,M,11.0
450,450_Brazil,Brazil,XXI,2013.0,May,Unprovoked,,Y,M,41.0
451,451_Others,Others,XXI,2013.0,May,Provoked,Fishing,N,M,30.0
452,452_Others,Others,XXI,2013.0,May,Unprovoked,Surfing,N,M,29.0
453,453_USA,USA,XXI,2013.0,May,,Surfing,Y,M,42.0
454,454_Reunion,Reunion,XXI,2013.0,May,Unprovoked,WaterSkiing,Y,M,36.0
455,455_USA,USA,XXI,2013.0,May,Unprovoked,Surfing,N,M,16.0
456,456_Australia,Australia,XXI,2013.0,Apr,Provoked,Fishing,N,M,
457,457_Mexico,Mexico,XXI,2013.0,Apr,Unprovoked,Swimming,N,F,34.0
458,458_Australia,Australia,XXI,2013.0,Apr,Unprovoked,Fishing,N,M,51.0
459,459_USA,USA,XXI,2013.0,Apr,Unprovoked,ShoreActivities,N,M,
460,460_South Africa,South Africa,XXI,2013.0,Apr,Unprovoked,Diving,N,M,
461,461_USA,USA,XXI,2013.0,Apr,Unprovoked,Surfing,N,M,21.0
462,462_Others,Others,XXI,2013.0,Apr,Unprovoked,,Y,M,40.0
463,463_Others,Others,XXI,2013.0,Apr,Unprovoked,WaterSkiing,N,M,53.0
464,464_USA,USA,XXI,2013.0,Apr,Unprovoked,Swimming,N,M,50.0
465,465_Australia,Australia,XXI,2013.0,Apr,,,Y,M,24.0
466,466_USA,USA,XXI,2013.0,Apr,Unprovoked,Surfing,N,M,58.0
467,467_Australia,Australia,XXI,2013.0,Mar,,Surfing,N,M,47.0
468,468_Others,Others,XXI,2013.0,Mar,Unprovoked,Diving,N,M,34.0
469,469_Others,Others,XXI,2013.0,Mar,Unprovoked,Freediving,N,F,
470,470_Bahamas,Bahamas,XXI,2013.0,Mar,Unprovoked,Fishing,N,M,50.0
471,471_South Africa,South Africa,XXI,2013.0,Mar,Provoked,Fishing,N,M,30.0
472,472_South Africa,South Africa,XXI,2013.0,Mar,Unprovoked,Surfing,N,M,
473,473_Others,Others,XXI,2013.0,Mar,Unprovoked,Spearfishing,Y,M,68.0
474,474_Australia,Australia,XXI,2013.0,Mar,Unprovoked,Spearfishing,N,M,28.0
475,475_Philippines,Philippines,XXI,2013.0,Mar,Unprovoked,Swimming,N,M,27.0
476,476_South Africa,South Africa,XXI,2013.0,Mar,Unprovoked,Swimming,N,M,39.0
477,477_New Zealand,New Zealand,XXI,2013.0,Feb,Unprovoked,Swimming,Y,M,46.0
478,478_USA,USA,XXI,2013.0,Feb,Unprovoked,Surfing,N,,
479,479_USA,USA,XXI,2013.0,Feb,Unprovoked,Surfing,N,M,
480,480_USA,USA,XXI,2013.0,Feb,Unprovoked,Surfing,N,M,16.0
481,481_Others,Others,XXI,2013.0,Feb,Unprovoked,Diving,N,M,48.0
482,482_Others,Others,XXI,2013.0,Feb,Unprovoked,,N,M,18.0
483,483_Australia,Australia,XXI,2013.0,Jan,Unprovoked,Fishing,N,M,
484,484_Australia,Australia,XXI,2013.0,Jan,Unprovoked,Surfing,N,M,
485,485_Australia,Australia,XXI,2013.0,Jan,,Others,N,M,62.0
486,486_USA,USA,XXI,2013.0,Jan,Unprovoked,Surfing,N,M,43.0
487,487_New Zealand,New Zealand,XXI,2013.0,Jan,Unprovoked,Spearfishing,N,M,
488,488_Australia,Australia,XXI,2013.0,Jan,Unprovoked,Spearfishing,N,M,26.0
489,489_USA,USA,XXI,2012.0,Dec,Unprovoked,Swimming,N,M,
490,490_Australia,Australia,XXI,2012.0,Dec,Unprovoked,Surfing,N,M,23.0
491,491_Australia,Australia,XXI,2012.0,Dec,Unprovoked,WaterSkiing,N,M,29.0
492,492_South Africa,South Africa,XXI,2012.0,Dec,Unprovoked,Swimming,Y,M,20.0
493,493_Australia,Australia,XXI,2012.0,Dec,Unprovoked,Surfing,N,M,32.0
494,494_USA,USA,XXI,2012.0,Dec,Unprovoked,Surfing,N,M,60.0
495,495_Australia,Australia,XXI,2012.0,Dec,Unprovoked,Spearfishing,N,M,31.0
496,496_New Zealand,New Zealand,XXI,2012.0,Dec,Unprovoked,Diving,N,F,25.0
497,497_USA,USA,XXI,2012.0,Nov,Unprovoked,Freediving,N,M,61.0
498,498_Australia,Australia,XXI,2012.0,Nov,,,N,M,20.0
499,499_Mexico,Mexico,XXI,2012.0,Nov,Unprovoked,Swimming,Y,M,32.0
500,500_USA,USA,XXI,2012.0,Nov,Unprovoked,Surfing,N,M,14.0
501,501_USA,USA,XXI,2012.0,Nov,Unprovoked,Diving,N,M,30.0
502,502_USA,USA,XXI,2012.0,Nov,Unprovoked,Surfing,N,M,43.0
503,503_USA,USA,XXI,2012.0,Oct,Unprovoked,Surfing,N,M,25.0
504,504_USA,USA,XXI,2012.0,Oct,Unprovoked,Swimming,N,F,51.0
505,505_USA,USA,XXI,2012.0,Oct,Unprovoked,Surfing,Y,M,39.0
506,506_USA,USA,XXI,2012.0,Oct,Unprovoked,,N,F,35.0
507,507_USA,USA,XXI,2012.0,Oct,Unprovoked,Surfing,N,M,24.0
508,508_USA,USA,XXI,2012.0,Oct,Unprovoked,WaterSkiing,N,M,55.0
509,509_USA,USA,XXI,2012.0,Oct,,,N,M,
510,510_Others,Others,XXI,2012.0,Oct,Unprovoked,Swimming,N,F,38.0
511,511_USA,USA,XXI,2012.0,Oct,Unprovoked,Windsurfing,N,M,42.0
512,512_Australia,Australia,XXI,2012.0,Oct,Unprovoked,Others,N,M,11.0
513,513_USA,USA,XXI,2012.0,Sep,Unprovoked,Surfing,N,M,21.0
514,514_USA,USA,XXI,2012.0,Sep,Unprovoked,Surfing,N,M,22.0
515,515_USA,USA,XXI,2012.0,Sep,Unprovoked,Surfing,N,M,52.0
516,516_Others,Others,XXI,2012.0,Sep,Unprovoked,Swimming,N,F,29.0
517,517_USA,USA,XXI,2012.0,Sep,Unprovoked,Surfing,N,,19.0
518,518_USA,USA,XXI,2012.0,Sep,Unprovoked,Surfing,N,M,25.0
519,519_USA,USA,XXI,2012.0,Sep,Unprovoked,Swimming,N,M,
520,520_USA,USA,XXI,2012.0,Sep,Unprovoked,Surfing,N,M,30.0
521,521_USA,USA,XXI,2012.0,Sep,Unprovoked,Surfing,N,M,37.0
522,522_USA,USA,XXI,2012.0,Sep,Unprovoked,Surfing,N,M,32.0
523,523_USA,USA,XXI,2012.0,Sep,Unprovoked,WaterSkiing,N,F,
524,524_USA,USA,XXI,2012.0,Sep,Provoked,Spearfishing,N,,
525,525_USA,USA,XXI,2012.0,Sep,Unprovoked,Swimming,N,F,56.0
526,526_Others,Others,XXI,2012.0,Aug,Provoked,Fishing,N,M,53.0
527,527_Australia,Australia,XXI,2012.0,Aug,Unprovoked,Surfing,N,M,34.0
528,528_Brazil,Brazil,XXI,2012.0,Aug,Unprovoked,Swimming,Y,M,18.0
529,529_USA,USA,XXI,2012.0,Aug,Unprovoked,ShoreActivities,N,M,31.0
530,530_Australia,Australia,XXI,2012.0,Aug,Unprovoked,Fishing,N,,
531,531_USA,USA,XXI,2012.0,Aug,Unprovoked,Diving,N,M,56.0
532,532_Reunion,Reunion,XXI,2012.0,Aug,Unprovoked,Surfing,N,M,39.0
533,533_Others,Others,XXI,2012.0,Aug,Unprovoked,Spearfishing,N,M,
534,534_USA,USA,XXI,2012.0,Jul,Unprovoked,Surfing,N,M,17.0
535,535_Australia,Australia,XXI,2012.0,Jul,Unprovoked,Surfing,N,M,48.0
536,536_USA,USA,XXI,2012.0,Jul,Unprovoked,Surfing,N,M,44.0
537,537_USA,USA,XXI,2012.0,Jul,Unprovoked,Surfing,N,M,50.0
538,538_USA,USA,XXI,2012.0,Jul,,,N,M,12.0
539,539_Reunion,Reunion,XXI,2012.0,Jul,Unprovoked,Surfing,Y,M,22.0
540,540_Others,Others,XXI,2012.0,Jul,,Swimming,Y,M,24.0
541,541_Others,Others,XXI,2012.0,Jul,,Surfing,N,F,23.0
542,542_Australia,Australia,XXI,2012.0,Jul,Unprovoked,Surfing,Y,M,24.0
543,543_USA,USA,XXI,2012.0,Jul,Unprovoked,Swimming,N,F,43.0
544,544_Bahamas,Bahamas,XXI,2012.0,Jul,Unprovoked,Spearfishing,N,M,
545,545_Australia,Australia,XXI,2012.0,Jul,,Diving,Y,F,42.0
546,546_USA,USA,XXI,2012.0,Jul,Unprovoked,Paddling,N,M,52.0
547,547_South Africa,South Africa,XXI,2012.0,Jul,Unprovoked,Surfing,N,M,29.0
548,548_Others,Others,XXI,2012.0,Jun,,Swimming,N,,60.0
549,549_USA,USA,XXI,2012.0,Jun,Unprovoked,Swimming,N,M,
550,550_USA,USA,XXI,2012.0,Jun,Unprovoked,Surfing,N,M,26.0
551,551_USA,USA,XXI,2012.0,Jun,Unprovoked,ShoreActivities,N,F,16.0
552,552_Australia,Australia,XXI,2012.0,Jun,Unprovoked,Surfing,N,M,
553,553_USA,USA,XXI,2012.0,Jun,Unprovoked,Swimming,N,M,12.0
554,554_Australia,Australia,XXI,2012.0,Jun,Unprovoked,WaterSkiing,N,M,62.0
555,555_USA,USA,XXI,2012.0,Jun,,ShoreActivities,N,M,16.0
556,556_USA,USA,XXI,2012.0,Jun,Unprovoked,ShoreActivities,N,F,
557,557_USA,USA,XXI,2012.0,Jun,Provoked,Fishing,N,M,23.0
558,558_USA,USA,XXI,2012.0,Jun,Unprovoked,Swimming,N,F,18.0
559,559_USA,USA,XXI,2012.0,Jun,Unprovoked,Swimming,N,M,
560,560_USA,USA,XXI,2012.0,Jun,Unprovoked,Swimming,N,M,
561,561_USA,USA,XXI,2012.0,Jun,Unprovoked,Swimming,N,M,16.0
562,562_Australia,Australia,XXI,2012.0,Jun,Unprovoked,Surfing,N,M,42.0
563,563_Italy,Italy,XXI,2012.0,Jun,Provoked,Others,N,M,57.0
564,564_Australia,Australia,XXI,2012.0,Jun,Unprovoked,WaterSkiing,N,M,30.0
565,565_USA,USA,XXI,2012.0,Jun,Unprovoked,Surfing,N,F,12.0
566,566_USA,USA,XXI,2012.0,Jun,Unprovoked,WaterSkiing,N,M,25.0
567,567_USA,USA,XXI,2012.0,May,Unprovoked,ShoreActivities,N,F,33.0
568,568_Mexico,Mexico,XXI,2012.0,May,Unprovoked,Diving,N,M,46.0
569,569_USA,USA,XXI,2012.0,May,Unprovoked,Surfing,N,M,22.0
570,570_USA,USA,XXI,2012.0,May,Unprovoked,Fishing,N,M,
571,571_Fiji,Fiji,XXI,2012.0,May,Unprovoked,Spearfishing,N,M,20.0
572,572_USA,USA,XXI,2012.0,May,Unprovoked,Paddling,N,M,30.0
573,573_USA,USA,XXI,2012.0,May,Unprovoked,Swimming,N,F,47.0
574,574_USA,USA,XXI,2012.0,May,Unprovoked,WaterSkiing,N,F,15.0
575,575_USA,USA,XXI,2012.0,Apr,Unprovoked,Surfing,N,M,28.0
576,576_South Africa,South Africa,XXI,2012.0,Apr,Unprovoked,WaterSkiing,Y,M,20.0
577,577_Australia,Australia,XXI,2012.0,Apr,Unprovoked,Paddling,N,M,27.0
578,578_USA,USA,XXI,2012.0,Apr,Unprovoked,Surfing,N,M,28.0
579,579_USA,USA,XXI,2012.0,Apr,Unprovoked,,N,M,
580,580_Australia,Australia,XXI,2012.0,Mar,Unprovoked,Diving,Y,M,33.0
581,581_USA,USA,XXI,2012.0,Mar,Unprovoked,Surfing,N,M,21.0
582,582_Australia,Australia,XXI,2012.0,Mar,Unprovoked,Others,N,,
583,583_Australia,Australia,XXI,2012.0,Mar,Unprovoked,Surfing,N,M,20.0
584,584_USA,USA,XXI,2012.0,Mar,Unprovoked,Surfing,N,M,61.0
585,585_USA,USA,XXI,2012.0,Mar,Unprovoked,Surfing,N,F,15.0
586,586_USA,USA,XXI,2012.0,Mar,Unprovoked,Surfing,N,M,17.0
587,587_New Zealand,New Zealand,XXI,2012.0,Mar,Unprovoked,Surfing,N,M,
588,588_Australia,Australia,XXI,2012.0,Mar,Provoked,Diving,N,F,34.0
589,589_Reunion,Reunion,XXI,2012.0,Mar,Unprovoked,WaterSkiing,N,M,31.0
590,590_USA,USA,XXI,2012.0,Mar,Unprovoked,Surfing,N,M,19.0
591,591_Others,Others,XXI,2012.0,Mar,,Others,N,M,42.0
592,592_Others,Others,XXI,2012.0,Mar,Provoked,Fishing,N,M,
593,593_USA,USA,XXI,2012.0,Feb,Provoked,Surfing,N,M,
594,594_Australia,Australia,XXI,2012.0,Feb,Unprovoked,Fishing,N,M,
595,595_South Africa,South Africa,XXI,2012.0,Feb,Unprovoked,Fishing,N,,
596,596_Australia,Australia,XXI,2012.0,Feb,Unprovoked,Surfing,N,M,29.0
597,597_Bahamas,Bahamas,XXI,2012.0,Jan,Unprovoked,Diving,N,M,
598,598_USA,USA,XXI,2012.0,Jan,Unprovoked,Freediving,N,,
599,599_Australia,Australia,XXI,2012.0,Jan,Unprovoked,Freediving,N,M,26.0
600,600_Others,Others,XXI,2012.0,Jan,Provoked,Fishing,N,M,24.0
601,601_Australia,Australia,XXI,2012.0,Jan,Unprovoked,Surfing,N,M,44.0
602,602_South Africa,South Africa,XXI,2012.0,Jan,Unprovoked,Swimming,Y,M,25.0
603,603_USA,USA,XXI,2012.0,Jan,Unprovoked,Surfing,N,M,53.0
604,604_Australia,Australia,XXI,2012.0,Jan,Unprovoked,Surfing,N,M,28.0
605,605_Australia,Australia,XXI,2012.0,Jan,Unprovoked,Spearfishing,N,M,34.0
606,606_USA,USA,XXI,2011.0,Dec,Unprovoked,,N,M,
607,607_Others,Others,XXI,2011.0,Dec,,Swimming,N,M,
608,608_Others,Others,XXI,2011.0,Dec,Unprovoked,Surfing,N,M,23.0
609,609_USA,USA,XXI,2011.0,Dec,Unprovoked,Surfing,N,M,27.0
610,610_USA,USA,XXI,2011.0,Dec,Provoked,Paddling,N,M,
611,611_South Africa,South Africa,XXI,2011.0,Dec,Unprovoked,Fishing,N,M,35.0
612,612_Australia,Australia,XXI,2011.0,Dec,Unprovoked,Surfing,N,M,51.0
613,613_South Africa,South Africa,XXI,2011.0,Dec,,WaterSkiing,N,M,
614,614_Australia,Australia,XXI,2011.0,Dec,Unprovoked,Surfing,N,M,14.0
615,615_USA,USA,XXI,2011.0,Dec,Unprovoked,Surfing,N,F,
616,616_Australia,Australia,XXI,2011.0,Dec,,Spearfishing,Y,,
617,617_Australia,Australia,XXI,2011.0,Dec,Unprovoked,Surfing,N,M,63.0
618,618_Others,Others,XXI,2011.0,Nov,Unprovoked,Surfing,N,M,18.0
619,619_Australia,Australia,XXI,2011.0,Nov,Unprovoked,Swimming,N,M,10.0
620,620_USA,USA,XXI,2011.0,Nov,Unprovoked,Paddling,N,M,
621,621_Papua New Guinea,Papua New Guinea,XXI,2011.0,Nov,Unprovoked,Diving,N,M,
622,622_Brazil,Brazil,XXI,2011.0,Nov,Unprovoked,Surfing,N,M,35.0
623,623_Reunion,Reunion,XXI,2011.0,Nov,Unprovoked,Diving,N,M,42.0
624,624_USA,USA,XXI,2011.0,Oct,Unprovoked,Surfing,N,M,27.0
625,625_Others,Others,XXI,2011.0,Oct,Unprovoked,Surfing,N,M,26.0
626,626_South Africa,South Africa,XXI,2011.0,Oct,Provoked,Diving,N,,
627,627_Australia,Australia,XXI,2011.0,Oct,Unprovoked,Diving,Y,M,32.0
628,628_USA,USA,XXI,2011.0,Oct,Unprovoked,Surfing,N,M,41.0
629,629_Australia,Australia,XXI,2011.0,Oct,Unprovoked,Diving,N,M,50.0
630,630_USA,USA,XXI,2011.0,Oct,Unprovoked,Surfing,N,M,
631,631_USA,USA,XXI,2011.0,Oct,Unprovoked,Surfing,N,M,
632,632_Australia,Australia,XXI,2011.0,Oct,Unprovoked,Swimming,Y,M,64.0
633,633_Reunion,Reunion,XXI,2011.0,Oct,Unprovoked,Paddling,N,M,51.0
634,634_USA,USA,XXI,2011.0,Oct,Unprovoked,Fishing,N,M,
635,635_USA,USA,XXI,2011.0,Oct,Unprovoked,,N,M,29.0
636,636_USA,USA,XXI,2011.0,Sep,,Surfing,N,M,27.0
637,637_Others,Others,XXI,2011.0,Sep,Provoked,Fishing,N,M,48.0
638,638_South Africa,South Africa,XXI,2011.0,Sep,Unprovoked,Swimming,N,M,43.0
639,639_USA,USA,XXI,2011.0,Sep,Unprovoked,Spearfishing,N,M,21.0
640,640_USA,USA,XXI,2011.0,Sep,Unprovoked,Others,N,M,
641,641_USA,USA,XXI,2011.0,Sep,Unprovoked,Paddling,N,M,
642,642_Reunion,Reunion,XXI,2011.0,Sep,Unprovoked,WaterSkiing,Y,M,38.0
643,643_Others,Others,XXI,2011.0,Sep,Unprovoked,Swimming,Y,M,17.0
644,644_USA,USA,XXI,2011.0,Sep,Unprovoked,Surfing,N,M,25.0
645,645_USA,USA,XXI,2011.0,Sep,Unprovoked,Surfing,N,M,37.0
646,646_Papua New Guinea,Papua New Guinea,XXI,2011.0,Sep,Unprovoked,Surfing,N,M,30.0
647,647_USA,USA,XXI,2011.0,Sep,Unprovoked,Surfing,N,,
648,648_Australia,Australia,XXI,2011.0,Sep,Unprovoked,WaterSkiing,Y,M,21.0
649,649_USA,USA,XXI,2011.0,Sep,Unprovoked,Surfing,N,M,19.0
650,650_USA,USA,XXI,2011.0,Aug,Unprovoked,Surfing,N,M,19.0
